CustomerID,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMScore,Cluster_Id
15014.0,176,1,33.15,2,1,2,212,0
15016.0,172,1,7.95,2,1,1,211,0
15018.0,252,1,13.950000000000001,1,1,1,111,0
15019.0,266,1,0.85,1,1,1,111,0
15021.0,86,5,20.32,3,4,2,342,3
15023.0,116,6,65.25,3,4,3,343,3
15024.0,113,2,41.699999999999996,3,2,3,323,1
15026.0,80,3,22.2,4,3,2,432,1
15027.0,168,3,169.2,2,3,4,234,3
15030.0,71,2,125.4,4,2,4,424,1
15031.0,110,2,4.949999999999999,3,2,1,321,1
15032.0,256,1,16.5,1,1,2,112,0
15033.0,109,5,44.650000000000006,3,4,3,343,3
15034.0,70,4,56.730000000000004,4,4,3,443,3
15035.0,89,1,3.75,3,1,1,311,1
15036.0,72,3,28.270000000000003,4,3,2,432,1
15038.0,187,3,15.940000000000001,1,3,1,131,0
15039.0,80,26,627.6500000000001,4,4,4,444,3
15041.0,170,1,4.15,2,1,1,211,0
15042.0,199,1,76.5,1,1,3,113,0
15044.0,75,7,107.73000000000002,4,4,4,444,3
15045.0,151,2,95.28000000000002,2,2,4,224,0
15046.0,96,6,207.64999999999998,3,4,4,344,3
15047.0,269,1,12.600000000000001,1,1,1,111,0
15048.0,116,2,16.75,3,2,2,322,1
15049.0,273,1,1.7,1,1,1,111,0
15050.0,71,2,37.5,4,2,3,423,1
15051.0,150,1,8.25,2,1,1,211,0
15053.0,156,2,29.25,2,2,2,222,0
15057.0,275,1,269.09999999999997,1,1,4,114,0
15058.0,81,5,83.1,4,4,3,443,3
15059.0,107,4,22.869999999999997,3,4,2,342,3
15061.0,73,23,3417.7000000000007,4,4,4,444,3
15062.0,71,2,35.8,4,2,3,423,1
15063.0,213,1,30.599999999999998,1,1,2,112,0
15065.0,164,2,32.7,2,2,2,222,0
15067.0,78,3,72.9,4,3,3,433,3
15068.0,256,1,13.5,1,1,1,111,0
15069.0,179,1,12.75,2,1,1,211,0
15071.0,93,2,155.8,3,2,4,324,1
15073.0,185,2,79.67999999999999,1,2,3,123,0
15074.0,105,1,34.68,3,1,2,312,1
15075.0,77,1,33.2,4,1,2,412,1
15076.0,172,1,21.9,2,1,2,212,0
15078.0,74,17,319.15000000000003,4,4,4,444,3
15079.0,212,2,88.4,1,2,3,123,0
15081.0,86,2,39.8,3,2,3,323,1
15083.0,256,1,34.8,1,1,2,112,0
15087.0,281,1,24.96,1,1,2,112,0
15089.0,94,3,41.61,3,3,3,333,3
15092.0,215,2,54.15,1,2,3,123,0
15093.0,116,2,270.29999999999995,3,2,4,324,1
15095.0,103,4,85.2,3,4,3,343,3
15098.0,182,3,39916.5,2,3,4,234,2
15099.0,84,1,14.75,4,1,1,411,1
15103.0,86,1,23.4,3,1,2,312,1
15104.0,196,2,56.4,1,2,3,123,0
15105.0,86,3,49.36,3,3,3,333,3
15106.0,141,3,46.74,2,3,3,233,0
15109.0,245,1,15.0,1,1,1,111,0
15110.0,126,1,10.2,2,1,1,211,0
15114.0,71,8,133.22,4,4,4,444,3
15116.0,134,2,117.8,2,2,4,224,0
15117.0,120,2,37.3,2,2,3,223,0
15118.0,134,1,244.8,2,1,4,214,0
15119.0,245,1,33.9,1,1,2,112,0
15120.0,133,1,39.6,2,1,3,213,0
15122.0,114,2,32.3,3,2,2,322,1
15123.0,206,1,15.299999999999999,1,1,1,111,0
15124.0,191,1,7.800000000000001,1,1,1,111,0
15125.0,113,12,1427.04,3,4,4,344,3
15128.0,126,3,58.4,2,3,3,233,3
15129.0,106,9,621.45,3,4,4,344,3
15130.0,169,1,15.0,2,1,1,211,0
15132.0,105,3,48.60000000000001,3,3,3,333,3
15133.0,127,2,79.56,2,2,3,223,0
15134.0,72,5,104.48,4,4,4,444,3
15135.0,239,1,19.5,1,1,2,112,0
15136.0,96,1,29.880000000000003,3,1,2,312,1
15139.0,239,1,9.36,1,1,1,111,0
15140.0,79,6,128.16,4,4,4,444,3
15143.0,225,1,19.799999999999997,1,1,2,112,0
15144.0,71,11,364.5,4,4,4,444,3
15145.0,227,2,25.2,1,2,2,122,0
15146.0,164,1,19.8,2,1,2,212,0
15147.0,240,1,15.0,1,1,1,111,0
15149.0,133,1,17.0,2,1,2,212,0
15150.0,73,7,155.86,4,4,4,444,3
15152.0,84,7,132.79,4,4,4,444,3
15154.0,75,1,2.95,4,1,1,411,1
15157.0,154,1,9.36,2,1,1,211,0
15159.0,89,16,506.62000000000006,3,4,4,344,3
15163.0,192,1,69.3,1,1,3,113,0
15164.0,208,1,2.1,1,1,1,111,0
15172.0,70,4,60.3,4,4,3,443,3
15175.0,71,1,17.4,4,1,2,412,1
15178.0,260,1,19.5,1,1,2,112,0
15179.0,233,2,169.5,1,2,4,124,0
15181.0,175,2,81.0,2,2,3,223,0
15182.0,154,2,36.6,2,2,3,223,0
15184.0,190,1,11.9,1,1,1,111,0
15185.0,70,1,15.600000000000001,4,1,1,411,1
15186.0,168,1,31.6,2,1,2,212,0
15187.0,70,8,706.16,4,4,4,444,3
15189.0,91,29,1904.7099999999998,3,4,4,344,3
15192.0,119,2,45.3,3,2,3,323,1
15194.0,78,8,149.85000000000002,4,4,4,444,3
15197.0,252,1,39.0,1,1,3,113,0
15198.0,92,2,33.32,3,2,2,322,1
15199.0,94,2,340.0,3,2,4,324,1
15201.0,87,5,203.98000000000002,3,4,4,344,3
15203.0,79,4,50.339999999999996,4,4,3,443,3
15205.0,85,2,22.650000000000002,4,2,2,422,1
15206.0,99,3,96.6,3,3,4,334,3
15208.0,163,1,51.0,2,1,3,213,0
15210.0,225,1,14.75,1,1,1,111,0
15212.0,241,1,11.6,1,1,1,111,0
15214.0,75,3,44.58,4,3,3,433,3
15215.0,96,1,17.700000000000003,3,1,2,312,1
15216.0,87,1,63.6,3,1,3,313,1
15218.0,74,8,452.6,4,4,4,444,3
15219.0,176,1,79.80000000000001,2,1,3,213,0
15220.0,115,5,109.8,3,4,4,344,3
15223.0,225,2,80.7,1,2,3,123,0
15225.0,234,1,15.0,1,1,1,111,0
15227.0,215,1,15.8,1,1,1,111,0
15228.0,129,2,39.599999999999994,2,2,3,223,0
15230.0,239,2,94.80000000000001,1,2,4,124,0
15232.0,113,2,34.0,3,2,2,322,1
15234.0,276,1,15.0,1,1,1,111,0
15235.0,217,3,61.5,1,3,3,133,0
15237.0,78,3,46.22,4,3,3,433,3
15238.0,95,2,23.520000000000003,3,2,2,322,1
15239.0,78,1,15.0,4,1,1,411,1
15240.0,84,3,62.88000000000001,4,3,3,433,3
15241.0,73,7,125.1,4,4,4,444,3
15243.0,74,1,12.48,4,1,1,411,1
15244.0,248,1,19.799999999999997,1,1,2,112,0
15245.0,134,3,80.0,2,3,3,233,0
15246.0,238,1,10.2,1,1,1,111,0
15247.0,122,1,81.6,2,1,3,213,0
15249.0,91,11,296.55,3,4,4,344,3
15251.0,91,8,879.0600000000001,3,4,4,344,3
15252.0,183,1,19.799999999999997,2,1,2,212,0
15253.0,88,3,65.25,3,3,3,333,3
15254.0,127,1,16.8,2,1,2,212,0
15256.0,148,1,16.5,2,1,2,212,0
15257.0,283,1,33.9,1,1,2,112,0
15258.0,168,2,33.5,2,2,2,222,0
15260.0,100,5,98.9,3,4,4,344,3
15261.0,135,1,4.5600000000000005,2,1,1,211,0
15263.0,106,1,17.4,3,1,2,312,1
15265.0,151,2,32.55,2,2,2,222,0
15267.0,155,2,401.76,2,2,4,224,0
15270.0,117,2,43.900000000000006,3,2,3,323,1
15271.0,94,8,114.93999999999998,3,4,4,344,3
15272.0,86,1,26.099999999999998,3,1,2,312,1
15280.0,172,1,0.72,2,1,1,211,0
15281.0,136,6,143.52,2,4,4,244,3
15287.0,70,1,90.0,4,1,3,413,1
15288.0,155,3,83.1,2,3,3,233,0
15289.0,137,2,30.240000000000002,2,2,2,222,0
15290.0,79,9,271.0,4,4,4,444,3
15291.0,94,8,548.63,3,4,4,344,3
15292.0,201,1,3.3,1,1,1,111,0
15296.0,109,4,56.75,3,4,3,343,3
15298.0,92,4,1063.3999999999999,3,4,4,344,3
15299.0,164,2,1200.0,2,2,4,224,0
15301.0,72,10,868.3000000000001,4,4,4,444,3
15304.0,85,6,235.45,4,4,4,444,3
15306.0,92,2,119.4,3,2,4,324,1
15307.0,95,1,22.5,3,1,2,312,1
15308.0,274,1,19.9,1,1,2,112,0
15311.0,73,44,2613.55,4,4,4,444,3
15312.0,75,3,41.8,4,3,3,433,3
15313.0,110,1,52.0,3,1,3,313,1
15314.0,199,1,5.04,1,1,1,111,0
15315.0,116,1,18.0,3,1,2,312,1
15319.0,283,1,11.9,1,1,1,111,0
15321.0,70,2,92.7,4,2,4,424,1
15322.0,85,1,8.5,4,1,1,411,1
15325.0,103,1,1.25,3,1,1,311,1
15329.0,134,2,25.5,2,2,2,222,0
15333.0,208,1,22.5,1,1,2,112,0
15334.0,156,3,21.54,2,3,2,232,0
15341.0,80,1,102.0,4,1,4,414,1
15342.0,129,1,15.299999999999999,2,1,1,211,0
15343.0,87,1,25.5,3,1,2,312,1
15344.0,74,1,12.5,4,1,1,411,1
15348.0,72,1,15.0,4,1,1,411,1
15349.0,158,2,18.4,2,2,2,222,0
15351.0,79,1,1.65,4,1,1,411,1
15353.0,254,1,21.9,1,1,2,112,0
15356.0,71,6,24.2,4,4,2,442,3
15358.0,74,12,225.92,4,4,4,444,3
15364.0,95,2,104.75999999999999,3,2,4,324,1
15365.0,81,3,224.40000000000003,4,3,4,434,3
15366.0,75,1,30.0,4,1,2,412,1
15367.0,245,2,32.1,1,2,2,122,0
15370.0,71,3,111.1,4,3,4,434,3
15372.0,137,1,88.80000000000001,2,1,3,213,0
15373.0,115,5,106.75,3,4,4,344,3
15374.0,128,1,91.8,2,1,3,213,0
15376.0,117,2,20.299999999999997,3,2,2,322,1
15379.0,169,4,107.56,2,4,4,244,3
15380.0,86,2,36.9,3,2,3,323,1
15381.0,213,2,349.95000000000005,1,2,4,124,0
15382.0,84,4,113.70000000000002,4,4,4,444,3
15384.0,169,1,15.299999999999999,2,1,1,211,0
15386.0,186,1,23.400000000000002,1,1,2,112,0
15389.0,172,1,500.0,2,1,4,214,0
15392.0,88,1,13.200000000000001,3,1,1,311,1
15393.0,281,1,9.899999999999999,1,1,1,111,0
15394.0,78,2,44.2,4,2,3,423,1
15396.0,112,1,68.0,3,1,3,313,1
15398.0,78,1,16.5,4,1,2,412,1
15399.0,79,1,16.5,4,1,2,412,1
15400.0,92,5,331.9,3,4,4,344,3
15402.0,148,2,64.2,2,2,3,223,0
15405.0,189,1,61.199999999999996,1,1,3,113,0
15407.0,183,2,5.08,2,2,1,221,0
15408.0,264,1,4.95,1,1,1,111,0
15410.0,84,8,219.97000000000003,4,4,4,444,3
15411.0,70,3,41.099999999999994,4,3,3,433,3
15412.0,171,1,102.0,2,1,4,214,0
15414.0,242,1,15.299999999999999,1,1,1,111,0
15416.0,155,3,49.65,2,3,3,233,0
15417.0,85,1,15.6,4,1,1,411,1
15421.0,215,2,47.8,1,2,3,123,0
15424.0,254,2,48.72,1,2,3,123,0
15426.0,257,1,4.2,1,1,1,111,0
15429.0,75,1,9.95,4,1,1,411,1
15433.0,213,2,23.46,1,2,2,122,0
15434.0,107,3,41.62,3,3,3,333,3
15436.0,234,1,1.25,1,1,1,111,0
15437.0,262,1,3.3,1,1,1,111,0
15438.0,131,1,11.8,2,1,1,211,0
15440.0,136,2,5.8,2,2,1,221,0
15442.0,248,1,297.0,1,1,4,114,0
15443.0,73,2,22.349999999999998,4,2,2,422,1
15445.0,264,1,20.4,1,1,2,112,0
15449.0,185,2,41.6,1,2,3,123,0
15452.0,71,2,32.650000000000006,4,2,2,422,1
15453.0,92,4,32.15,3,4,2,342,3
15456.0,283,2,8.05,1,2,1,121,0
15457.0,262,1,1.25,1,1,1,111,0
15462.0,94,3,54.599999999999994,3,3,3,333,3
15465.0,82,10,1953.2499999999998,4,4,4,444,3
15466.0,85,1,5.1,4,1,1,411,1
15467.0,145,2,40.2,2,2,3,223,0
15469.0,120,1,35.400000000000006,2,1,2,212,0
15472.0,113,1,2.08,3,1,1,311,1
15475.0,77,1,17.85,4,1,2,412,1
15482.0,165,2,57.56,2,2,3,223,0
15483.0,161,4,10.64,2,4,1,241,0
15484.0,78,1,13.52,4,1,1,411,1
15488.0,92,1,15.0,3,1,1,311,1
15489.0,211,1,19.5,1,1,2,112,0
15491.0,95,6,181.20000000000002,3,4,4,344,3
15492.0,74,1,5.04,4,1,1,411,1
15493.0,149,3,15.48,2,3,1,231,0
15494.0,121,1,1.68,2,1,1,211,0
15498.0,84,16,632.4899999999999,4,4,4,444,3
15500.0,81,1,7.800000000000001,4,1,1,411,1
15502.0,89,5,424.49999999999994,3,4,4,344,3
15504.0,81,1,7.5,4,1,1,411,1
15505.0,84,4,114.97999999999999,4,4,4,444,3
15506.0,138,1,7.95,2,1,1,211,0
15507.0,171,1,7.95,2,1,1,211,0
15508.0,189,6,52.01,1,4,3,143,0
15511.0,85,1,9.95,4,1,1,411,1
15512.0,155,1,19.799999999999997,2,1,2,212,0
15513.0,94,12,509.11000000000007,3,4,4,344,3
15514.0,225,2,52.5,1,2,3,123,0
15517.0,233,1,7.56,1,1,1,111,0
15518.0,124,4,16.89,2,4,2,242,3
15521.0,94,7,207.85,3,4,4,344,3
15522.0,87,1,2.52,3,1,1,311,1
15523.0,84,1,232.50000000000003,4,1,4,414,1
15527.0,89,4,27.73,3,4,2,342,3
15528.0,254,1,3.75,1,1,1,111,0
15529.0,87,6,75.8,3,4,3,343,3
15530.0,149,3,13.34,2,3,1,231,0
15532.0,131,2,16.950000000000003,2,2,2,222,0
15533.0,82,2,39.75,4,2,3,423,1
15535.0,173,2,13.149999999999999,2,2,1,221,0
15537.0,163,1,1.25,2,1,1,211,0
15541.0,114,1,2.08,3,1,1,311,1
15544.0,119,4,47.85,3,4,3,343,3
15547.0,82,7,47.449999999999996,4,4,3,443,3
15549.0,77,2,38.25,4,2,3,423,1
15550.0,106,2,13.2,3,2,1,321,1
15552.0,217,1,5.9,1,1,1,111,0
15554.0,277,1,15.9,1,1,1,111,0
15555.0,78,8,99.15,4,4,4,444,3
15561.0,149,3,121.79999999999998,2,3,4,234,3
15563.0,200,1,36.25,1,1,3,113,0
15565.0,70,1,16.5,4,1,2,412,1
15568.0,73,1,9.36,4,1,1,411,1
15569.0,103,4,671.76,3,4,4,344,3
15570.0,141,3,34.05,2,3,2,232,0
15571.0,78,1,24.900000000000002,4,1,2,412,1
15572.0,109,4,22.55,3,4,2,342,3
15573.0,85,1,0.21,4,1,1,411,1
15574.0,177,1,17.0,2,1,2,212,0
15577.0,151,2,15.9,2,2,1,221,0
15578.0,162,1,7.95,2,1,1,211,0
15581.0,120,9,2737.25,2,4,4,244,3
15582.0,100,2,29.85,3,2,2,322,1
15584.0,72,2,10.030000000000001,4,2,1,421,1
15585.0,176,1,15.9,2,1,1,211,0
15587.0,89,2,182.16000000000003,3,2,4,324,1
15589.0,255,2,45.3,1,2,3,123,0
15593.0,70,1,15.0,4,1,1,411,1
15594.0,81,3,46.519999999999996,4,3,3,433,3
15596.0,100,3,38.05,3,3,3,333,3
15599.0,204,1,27.04,1,1,2,112,0
15601.0,89,5,119.66,3,4,4,344,3
15602.0,70,2,39.8,4,2,3,423,1
15603.0,78,1,34.56,4,1,2,412,1
15605.0,89,2,30.300000000000004,3,2,2,322,1
15606.0,119,5,273.92,3,4,4,344,3
15608.0,120,1,17.0,2,1,2,212,0
15609.0,184,1,19.8,1,1,2,112,0
15611.0,70,9,389.41999999999996,4,4,4,444,3
15615.0,105,14,308.34,3,4,4,344,3
15618.0,92,3,64.8,3,3,3,333,3
15620.0,220,1,16.5,1,1,2,112,0
15622.0,86,8,172.74000000000004,3,4,4,344,3
15623.0,141,1,17.700000000000003,2,1,2,212,0
15624.0,116,4,73.05000000000001,3,4,3,343,3
15625.0,103,4,70.2,3,4,3,343,3
15626.0,74,1,10.2,4,1,1,411,1
15628.0,98,4,75.9,3,4,3,343,3
15630.0,204,1,19.799999999999997,1,1,2,112,0
15632.0,121,6,132.05999999999997,2,4,4,244,3
15636.0,89,2,50.400000000000006,3,2,3,323,1
15639.0,134,1,39.8,2,1,3,213,0
15640.0,78,7,252.9,4,4,4,444,3
15641.0,105,3,34.71,3,3,2,332,1
15643.0,191,3,114.4,1,3,4,134,0
15644.0,166,4,12.600000000000001,2,4,1,241,0
15646.0,157,2,37.6,2,2,3,223,0
15648.0,204,2,35.25,1,2,2,122,0
15651.0,260,1,5.04,1,1,1,111,0
15652.0,91,1,30.0,3,1,2,312,1
15653.0,92,2,432.11999999999995,3,2,4,324,1
15655.0,243,1,15.9,1,1,1,111,0
15656.0,178,2,27.810000000000002,2,2,2,222,0
15658.0,190,3,32.5,1,3,2,132,0
15660.0,85,6,143.26,4,4,4,444,3
15663.0,106,1,14.040000000000001,3,1,1,311,1
15665.0,168,2,43.800000000000004,2,2,3,223,0
15668.0,217,1,76.32000000000001,1,1,3,113,0
15669.0,103,3,118.32,3,3,4,334,3
15671.0,94,5,269.52,3,4,4,344,3
15673.0,88,3,46.5,3,3,3,333,3
15674.0,73,5,402.67,4,4,4,444,3
15675.0,81,3,49.2,4,3,3,433,3
15676.0,283,1,8.5,1,1,1,111,0
15679.0,154,2,27.060000000000002,2,2,2,222,0
15681.0,183,3,62.7,2,3,3,233,0
15683.0,117,1,20.8,3,1,2,312,1
15687.0,186,2,47.599999999999994,1,2,3,123,0
15689.0,119,1,30.0,3,1,2,312,1
15690.0,100,1,46.8,3,1,3,313,1
15691.0,252,1,45.0,1,1,3,113,0
15694.0,176,5,579.0,2,4,4,244,3
15695.0,266,2,55.95,1,2,3,123,0
15696.0,79,4,81.9,4,4,3,443,3
15700.0,172,2,16.4,2,2,2,222,0
15701.0,73,2,21.95,4,2,2,422,1
15703.0,264,1,23.4,1,1,2,112,0
15704.0,140,4,91.8,2,4,3,243,3
15705.0,201,1,60.0,1,1,3,113,0
15706.0,75,2,32.4,4,2,2,422,1
15707.0,86,1,7.95,3,1,1,311,1
15708.0,138,2,27.570000000000004,2,2,2,222,0
15709.0,283,1,38.160000000000004,1,1,3,113,0
15712.0,71,3,231.06,4,3,4,434,3
15713.0,143,1,15.0,2,1,1,211,0
15714.0,77,1,25.200000000000003,4,1,2,412,1
15716.0,145,3,15.92,2,3,1,231,0
15717.0,234,1,35.400000000000006,1,1,2,112,0
15719.0,99,9,68.4,3,4,3,343,3
15722.0,108,2,32.45,3,2,2,322,1
15724.0,201,1,15.0,1,1,1,111,0
15727.0,107,4,92.70000000000002,3,4,4,344,3
15729.0,212,1,15.0,1,1,1,111,0
15730.0,92,2,28.65,3,2,2,322,1
15732.0,212,1,16.5,1,1,2,112,0
15733.0,282,1,19.799999999999997,1,1,2,112,0
15734.0,114,2,61.5,3,2,3,323,1
15737.0,79,6,108.30000000000001,4,4,4,444,3
15738.0,96,9,169.17000000000002,3,4,4,344,3
15743.0,113,2,22.5,3,2,2,322,1
15744.0,77,1,13.919999999999998,4,1,1,411,1
15745.0,73,2,43.35,4,2,3,423,1
15746.0,134,1,18.75,2,1,2,212,0
15747.0,120,2,18.65,2,2,2,222,0
15749.0,235,1,4632.0,1,1,4,114,0
15750.0,72,3,16.63,4,3,2,432,1
15752.0,93,5,35.09,3,4,2,342,3
15754.0,73,2,32.34,4,2,2,422,1
15755.0,74,4,73.08,4,4,3,443,3
15756.0,152,3,8.76,2,3,1,231,0
15757.0,217,1,35.7,1,1,3,113,0
15759.0,218,1,68.0,1,1,3,113,0
15762.0,77,1,17.34,4,1,2,412,1
15763.0,77,1,14.850000000000001,4,1,1,411,1
15764.0,88,6,86.69999999999999,3,4,3,343,3
15768.0,115,3,46.349999999999994,3,3,3,333,3
15769.0,87,15,6609.4,3,4,4,344,3
15775.0,245,1,15.0,1,1,1,111,0
15776.0,133,1,7.4399999999999995,2,1,1,211,0
15777.0,241,1,16.5,1,1,2,112,0
15780.0,183,2,45.0,2,2,3,223,0
15781.0,137,1,35.400000000000006,2,1,2,212,0
15782.0,89,1,102.0,3,1,4,314,1
15785.0,157,3,47.879999999999995,2,3,3,233,0
15786.0,114,1,35.8,3,1,3,313,1
15791.0,204,1,39.6,1,1,3,113,0
15793.0,268,1,81.6,1,1,3,113,0
15795.0,149,1,6.959999999999999,2,1,1,211,0
15796.0,72,5,100.5,4,4,4,444,3
15797.0,113,2,697.2,3,2,4,324,3
15799.0,75,2,9.9,4,2,1,421,1
15800.0,107,2,15.18,3,2,1,321,1
15801.0,109,1,17.0,3,1,2,312,1
15802.0,142,1,451.42,2,1,4,214,0
15804.0,78,8,123.97999999999999,4,4,4,444,3
15805.0,106,9,187.91,3,4,4,344,3
15806.0,157,2,26.43,2,2,2,222,0
15807.0,77,1,11.399999999999999,4,1,1,411,1
15809.0,184,3,55.3,1,3,3,133,0
15810.0,78,3,40.39000000000001,4,3,3,433,3
15811.0,105,2,31.5,3,2,2,322,1
15812.0,107,4,488.25000000000006,3,4,4,344,3
15813.0,207,2,40.35,1,2,3,123,0
15815.0,140,4,325.7,2,4,4,244,3
15819.0,131,3,45.64,2,3,3,233,0
15825.0,172,1,25.5,2,1,2,212,0
15826.0,210,1,40.8,1,1,3,113,0
15827.0,73,9,162.8,4,4,4,444,3
15829.0,99,2,9.6,3,2,1,321,1
15831.0,124,1,15.6,2,1,1,211,0
15832.0,254,1,12.5,1,1,1,111,0
15834.0,70,4,154.85,4,4,4,444,3
15835.0,137,2,35.8,2,2,3,223,0
15838.0,77,11,1817.5599999999997,4,4,4,444,3
15839.0,80,2,26.46,4,2,2,422,1
15840.0,172,1,6.84,2,1,1,211,0
15841.0,72,3,156.08,4,3,4,434,3
15845.0,86,4,129.8,3,4,4,344,3
15850.0,168,1,1.05,2,1,1,211,0
15852.0,186,2,70.25,1,2,3,123,0
15854.0,86,7,755.0500000000001,3,4,4,344,3
15855.0,136,5,40.15,2,4,3,243,3
15856.0,95,13,372.23,3,4,4,344,3
15858.0,77,1,11.850000000000001,4,1,1,411,1
15860.0,75,6,30.68,4,4,2,442,3
15861.0,134,3,28.349999999999998,2,3,2,232,0
15862.0,112,2,32.0,3,2,2,322,1
15863.0,192,1,1.25,1,1,1,111,0
15864.0,98,2,324.48,3,2,4,324,1
15865.0,88,2,56.6,3,2,3,323,1
15866.0,101,1,16.95,3,1,2,312,1
15867.0,70,7,70.69,4,4,3,443,3
15869.0,277,2,18.0,1,2,2,122,0
15874.0,177,5,232.25,2,4,4,244,3
15882.0,198,2,15.799999999999999,1,2,1,121,0
15885.0,92,2,34.8,3,2,2,322,1
15888.0,80,1,22.5,4,1,2,412,1
15889.0,156,1,15.9,2,1,1,211,0
15891.0,226,1,2.55,1,1,1,111,0
15894.0,253,1,7.56,1,1,1,111,0
15895.0,149,1,137.16,2,1,4,214,0
15897.0,194,2,12.7,1,2,1,121,0
15898.0,226,2,294.5,1,2,4,124,0
15901.0,77,2,18.45,4,2,2,422,1
15903.0,70,3,289.68,4,3,4,434,3
15906.0,144,4,30.4,2,4,2,242,3
15907.0,176,2,11.7,2,2,1,221,0
15909.0,173,1,19.799999999999997,2,1,2,212,0
15910.0,99,3,11.23,3,3,1,331,1
15912.0,178,2,30.42,2,2,2,222,0
15916.0,77,3,38.4,4,3,3,433,3
15917.0,247,1,10.2,1,1,1,111,0
15918.0,190,2,40.5,1,2,3,123,0
15920.0,154,4,9.25,2,4,1,241,0
15921.0,172,1,10.2,2,1,1,211,0
15925.0,194,1,38.25,1,1,3,113,0
15932.0,88,6,105.0,3,4,4,344,3
15933.0,71,2,24.810000000000002,4,2,2,422,1
15935.0,239,2,324.62,1,2,4,124,0
15938.0,112,4,165.8,3,4,4,344,3
15939.0,89,11,784.4599999999999,3,4,4,344,3
15942.0,133,1,10.08,2,1,1,211,0
15944.0,276,1,17.700000000000003,1,1,2,112,0
15947.0,82,1,179.0,4,1,4,414,1
15949.0,71,1,15.0,4,1,1,411,1
15950.0,78,2,28.75,4,2,2,422,1
15952.0,159,2,15.850000000000001,2,2,1,221,0
15953.0,211,2,23.349999999999998,1,2,2,122,0
15955.0,71,9,238.45999999999998,4,4,4,444,3
15958.0,74,1,3.95,4,1,1,411,1
15969.0,185,1,34.0,1,1,2,112,0
15971.0,88,7,801.95,3,4,4,344,3
15974.0,95,5,87.00999999999999,3,4,3,343,3
15975.0,84,1,17.700000000000003,4,1,2,412,1
15976.0,165,2,18.15,2,2,2,222,0
15978.0,77,1,20.8,4,1,2,412,1
15980.0,88,3,120.63999999999999,3,3,4,334,3
15981.0,77,6,277.3,4,4,4,444,3
15984.0,71,5,158.1,4,4,4,444,3
15985.0,123,2,36.9,2,2,3,223,0
15987.0,120,5,492.15,2,4,4,244,3
15996.0,88,4,34.15,3,4,2,342,3
15998.0,87,3,29.25,3,3,2,332,1
16003.0,134,2,31.3,2,2,2,222,0
16005.0,182,2,5.949999999999999,2,2,1,221,0
16006.0,211,1,23.099999999999998,1,1,2,112,0
16007.0,180,2,26.75,2,2,2,222,0
16008.0,75,2,37.6,4,2,3,423,1
16009.0,159,1,6.24,2,1,1,211,0
16010.0,245,2,8.84,1,2,1,121,0
16011.0,71,9,195.01000000000002,4,4,4,444,3
16012.0,128,2,43.400000000000006,2,2,3,223,0
16013.0,70,24,10402.339999999998,4,4,4,444,3
16014.0,152,1,7.8,2,1,1,211,0
16016.0,79,4,43.05,4,4,3,443,3
16018.0,180,1,3.75,2,1,1,211,0
16019.0,136,3,31.97,2,3,2,232,0
16022.0,260,1,7.95,1,1,1,111,0
16023.0,192,2,10.45,1,2,1,121,0
16027.0,91,4,331.75,3,4,4,344,3
16029.0,80,39,15119.490000000005,4,4,4,444,2
16031.0,92,2,20.45,3,2,2,322,1
16033.0,82,12,230.60000000000002,4,4,4,444,3
16034.0,196,2,87.75,1,2,3,123,0
16036.0,87,2,90.84,3,2,3,323,1
16037.0,269,1,23.4,1,1,2,112,0
16038.0,177,2,38.1,2,2,3,223,0
16040.0,148,2,40.5,2,2,3,223,0
16041.0,141,2,1153.4,2,2,4,224,0
16042.0,107,1,19.799999999999997,3,1,2,312,1
16043.0,211,2,84.30000000000001,1,2,3,123,0
16045.0,119,3,58.2,3,3,3,333,3
16049.0,75,1,0.55,4,1,1,411,1
16050.0,173,1,24.900000000000002,2,1,2,212,0
16053.0,122,1,20.8,2,1,2,212,0
16054.0,145,1,7.95,2,1,1,211,0
16055.0,220,1,12.75,1,1,1,111,0
16057.0,96,5,104.55000000000001,3,4,4,344,3
16059.0,71,3,37.7,4,3,3,433,3
16062.0,133,2,24.939999999999998,2,2,2,222,0
16063.0,260,1,17.4,1,1,2,112,0
16066.0,124,1,35.7,2,1,3,213,0
16076.0,79,6,128.73,4,4,4,444,3
16078.0,283,1,79.2,1,1,3,113,0
16080.0,81,2,66.80000000000001,4,2,3,423,1
16081.0,87,3,55.199999999999996,3,3,3,333,3
16083.0,100,1,33.2,3,1,2,312,1
16085.0,79,2,20.45,4,2,2,422,1
16086.0,98,2,65.2,3,2,3,323,1
16091.0,154,2,40.6,2,2,3,223,0
16092.0,114,3,44.98,3,3,3,333,3
16093.0,106,1,17.0,3,1,2,312,1
16094.0,219,1,15.9,1,1,1,111,0
16096.0,264,1,10.08,1,1,1,111,0
16097.0,240,1,30.0,1,1,2,112,0
16098.0,87,5,156.15,3,4,4,344,3
16099.0,137,2,50.8,2,2,3,223,0
16101.0,70,1,15.0,4,1,1,411,1
16102.0,98,2,94.80000000000001,3,2,4,324,1
16103.0,79,5,140.8,4,4,4,444,3
16105.0,248,1,15.6,1,1,1,111,0
16107.0,89,4,240.29999999999998,3,4,4,344,3
16108.0,84,1,24.96,4,1,2,412,1
